"C_Name","T_Name","Substitu","group","io","User_","PowerSum_","無老年人口戶數比例","戶長平均年齡","所得中位數"
"新北市","淡水區","興仁里","A","inner",0.629,0.584,0.574,0.689,0.247
"新北市","淡水區","蕃薯里","A","inner",0.593,0.51,0.455,0.584,0.293
"新北市","淡水區","義山里","A","inner",0.616,0.584,0.444,0.554,0.208
"新北市","淡水區","忠山里","A","outter",0.591,0.508,0.661,0.726,0.216
"新北市","淡水區","崁頂里","A","outter",0.847,0.778,0.223,0.218,0.471
"新北市","淡水區","埤島里","A","inner",0.682,0.628,0.48,0.487,0.305
"新北市","淡水區","新興里","A","outter",0.796,0.748,0.236,0.29,0.361
"新北市","淡水區","水碓里","A","outter",0.793,0.757,0.353,0.467,0.271
"新北市","淡水區","北投里","A","outter",0.843,0.774,0.228,0.217,0.436
"新北市","淡水區","水源里","A","inner",0.699,0.638,0.533,0.62,0.268
"新北市","淡水區","忠寮里","A","inner",0.567,0.517,0.74,0.826,0.242
"新北市","淡水區","樹興里","A","inner",0.648,0.606,0.515,0.607,0.291
"新北市","淡水區","坪頂里","A","inner",0.732,0.704,0.432,0.556,0.31
"新北市","淡水區","福德里","A","outter",0.806,0.784,0.318,0.435,0.501
"新北市","淡水區","竹圍里","A","outter",0.755,0.795,0.336,0.432,0.386
"新北市","淡水區","民生里","A","outter",0.826,0.803,0.368,0.441,0.359
"新北市","淡水區","八勢里","A","outter",0.844,0.861,0.321,0.38,0.548
"新北市","淡水區","竿蓁里","C","outter",0.889,0.857,0.322,0.352,0.443
"新北市","淡水區","鄧公里","A","outter",0.817,0.765,0.305,0.419,0.445
"新北市","淡水區","中興里","A","outter",0.806,0.761,0.584,0.659,0.247
"新北市","淡水區","長庚里","A","inner",0.652,0.698,0.647,0.702,0.247
"新北市","淡水區","清文里","A","inner",0.643,0.62,0.522,0.624,0.206
"新北市","淡水區","草東里","A","outter",0.676,0.706,0.568,0.704,0.278
"新北市","淡水區","協元里","A","inner",0.666,0.634,0.455,0.573,0.248
"新北市","淡水區","永吉里","A","inner",0.556,0.574,0.47,0.603,0.257
"新北市","淡水區","民安里","A","inner",0.55,0.331,0.764,0.788,0.26
"新北市","淡水區","新生里","A","inner",0.334,0.401,0.516,0.592,0.256
"新北市","汐止區","八連里","A","inner",0.647,0.599,0.473,0.599,0.218
"新北市","汐止區","樟樹里","A","outter",0.723,0.809,0.427,0.522,0.203
"新北市","汐止區","北峰里","A","inner",0.754,0.724,0.353,0.466,0.227
"新北市","汐止區","北山里","A","outter",0.8,0.825,0.293,0.432,0.309
"新北市","汐止區","白雲里","A","outter",0.771,0.824,0.357,0.435,0.412
"新北市","汐止區","橫科里","A","outter",0.796,0.856,0.432,0.569,0.311
"新北市","汐止區","東山里","A","inner",0.614,0.586,0.408,0.573,0.246
"新北市","汐止區","福山里","A","inner",0.739,0.692,0.424,0.566,0.386
"新北市","汐止區","宜興里","A","outter",0.699,0.665,0.471,0.583,0.383
"新北市","汐止區","中興里","A","outter",0.833,0.82,0.283,0.394,0.271
"新北市","汐止區","湖光里","A","outter",0.791,0.733,0.265,0.355,0.445
"新北市","汐止區","仁德里","A","outter",0.58,0.575,0.472,0.572,0.239
"新北市","汐止區","厚德里","A","inner",0.789,0.763,0.255,0.331,0.316
"新北市","汐止區","忠孝里","A","outter",0.794,0.78,0.275,0.367,0.291
"新北市","汐止區","自強里","A","outter",0.743,0.754,0.305,0.4,0.368
"新北市","汐止區","文化里","A","inner",0.711,0.717,0.294,0.364,0.324
"新北市","汐止區","金龍里","A","inner",0.742,0.687,0.263,0.381,0.317
"新北市","汐止區","福德里","A","inner",0.707,0.711,0.275,0.383,0.281
"新北市","汐止區","興福里","A","inner",0.695,0.69,0.261,0.375,0.337
"新北市","汐止區","康福里","A","outter",0.781,0.728,0.2,0.227,0.389
"新北市","汐止區","忠山里","A","outter",0.693,0.663,0.433,0.567,0.547
"新北市","汐止區","環河里","A","outter",0.636,0.78,0.432,0.553,0.244
"新北市","汐止區","東勢里","A","inner",0.719,0.74,0.355,0.443,0.575
"新北市","汐止區","山光里","A","inner",0.717,0.722,0.283,0.37,0.303
"新北市","汐止區","大同里","A","inner",0.687,0.703,0.329,0.409,0.291
"新北市","汐止區","崇德里","A","outter",0.786,0.735,0.312,0.381,0.347
"新北市","汐止區","湖興里","A","inner",0.766,0.733,0.317,0.396,0.462
"新北市","汐止區","長青里","A","inner",0.507,0.46,0.573,0.75,0.512
"新北市","汐止區","福安里","A","inner",0.74,0.711,0.249,0.277,0.505
"新北市","汐止區","秀山里","A","inner",0.694,0.69,0.331,0.448,0.421
"新北市","汐止區","建成里","A","inner",0.77,0.741,0.247,0.312,0.435
"新北市","汐止區","城中里","A","inner",0.726,0.719,0.301,0.356,0.433
"新北市","汐止區","湖蓮里","A","inner",0.753,0.717,0.325,0.387,0.642
"新北市","汐止區","保新里","A","outter",0.8,0.743,0.279,0.315,0.261
"新北市","瑞芳區","龍潭里","A","inner",0.501,0.556,0.602,0.706,0.236
"新北市","瑞芳區","龍興里","A","outter",0.621,0.619,0.521,0.631,0.335
"新北市","瑞芳區","龍鎮里","A","outter",0.595,0.55,0.676,0.721,0.2
"新北市","瑞芳區","龍川里","A","inner",0.605,0.633,0.523,0.577,0.219
"新北市","瑞芳區","龍山里","A","inner",0.58,0.549,0.504,0.607,0.188
"新北市","瑞芳區","龍安里","A","inner",0.575,0.542,0.462,0.626,0.2
"新北市","瑞芳區","爪[峰]里","A","inner",0.73,0.647,0.581,0.641,0.22
"新北市","瑞芳區","柑坪里","A","inner",0.685,0.643,0.662,0.721,0.194
"新北市","瑞芳區","東和里","A","inner",0.511,0.541,0.732,0.773,0.184
"新北市","瑞芳區","上天里","A","inner",0.626,0.578,0.619,0.727,0.18
"新北市","瑞芳區","吉慶里","A","inner",0.629,0.579,0.489,0.612,0.2
"新北市","瑞芳區","吉安里","A","inner",0.705,0.65,0.507,0.664,0.218
"新北市","瑞芳區","傑魚里","A","inner",0.667,0.624,0.514,0.641,0.154
"新北市","瑞芳區","猴硐里","A","inner",0.457,0.388,0.712,0.804,0.113
"新北市","瑞芳區","光復里","A","inner",0.459,0.39,0.769,0.859,0.188
"新北市","瑞芳區","弓橋里","A","inner",0.48,0.41,0.548,0.672,0.093
"新北市","瑞芳區","碩仁里","A","outter",0.579,0.503,0.612,0.686,0
"新北市","瑞芳區","基山里","A","outter",0.296,0.278,0.729,0.859,0.252
"新北市","瑞芳區","永慶里","A","inner",0.287,0.269,0.716,0.839,0.128
"新北市","瑞芳區","崇文里","A","inner",0,0,0.723,0.84,0.238
"新北市","瑞芳區","福住里","A","outter",0.297,0.325,0.742,0.804,0.248
"新北市","瑞芳區","頌德里","A","outter",0.351,0.375,0.858,0.904,0.179
"新北市","瑞芳區","新山里","A","outter",0.345,0.323,0.745,0.864,0.178
"新北市","瑞芳區","瓜山里","A","inner",0.33,0.269,0.699,0.888,0.179
"新北市","瑞芳區","銅山里","A","inner",0.466,0.437,1,0.97,0.2
"新北市","瑞芳區","石山里","A","outter",0.422,0.396,0.853,0.93,0.281
"新北市","瑞芳區","海濱里","A","inner",0.622,0.629,0.413,0.542,0.17
"新北市","瑞芳區","瑞濱里","A","inner",0.642,0.619,0.368,0.476,0.177
"新北市","瑞芳區","深澳里","A","inner",0.505,0.477,0.48,0.55,0.215
"新北市","瑞芳區","南雅里","A","inner",0.655,0.614,0.584,0.775,0.157
"新北市","瑞芳區","鼻頭里","A","inner",0.499,0.468,0.711,0.769,0.112
"新北市","瑞芳區","新峰里","A","inner",0.638,0.605,0.423,0.497,0.222
"新北市","土城區","埤塘里","A","outter",0.791,0.784,0.247,0.421,0.249
"新北市","土城區","土城里","A","inner",0.572,0.536,0.426,0.526,0.226
"新北市","土城區","員林里","A","outter",0.78,0.728,0.351,0.449,0.278
"新北市","土城區","員仁里","A","outter",0.775,0.834,0.338,0.466,0.21
"新北市","土城區","長風里","A","inner",0.636,0.63,0.535,0.64,0.377
"新北市","土城區","日新里","A","inner",0.751,0.72,0.344,0.473,0.232
"新北市","土城區","日和里","A","outter",0.808,0.781,0.291,0.416,0.206
"新北市","土城區","貨饒里","A","inner",0.706,0.722,0.294,0.456,0.237
"新北市","土城區","柑林里","A","inner",0.677,0.706,0.236,0.322,0.378
"新北市","土城區","埤林里","A","outter",0.795,0.783,0.236,0.387,0.35
"新北市","土城區","瑞興里","A","inner",0.679,0.651,0.402,0.52,0.246
"新北市","土城區","清水里","A","outter",0.776,0.731,0.255,0.374,0.243
"新北市","土城區","清和里","A","inner",0.707,0.7,0.311,0.44,0.208
"新北市","土城區","永豐里","A","inner",0.715,0.672,0.299,0.37,0.316
"新北市","土城區","清化里","A","outter",0.628,0.668,0.448,0.522,0.241
"新北市","蘆洲區","中華里","A","outter",0.702,0.737,0.404,0.51,0.197
"新北市","蘆洲區","得仁里","A","inner",0.732,0.734,0.347,0.461,0.227
"新北市","蘆洲區","仁德里","A","inner",0.712,0.721,0.321,0.455,0.235
"新北市","蘆洲區","仁義里","A","inner",0.689,0.697,0.224,0.349,0.279
"新北市","蘆洲區","光明里","A","inner",0.707,0.698,0.281,0.415,0.277
"新北市","蘆洲區","保新里","A","outter",0.711,0.763,0.376,0.551,0.207
"新北市","蘆洲區","長安里","A","inner",0.742,0.736,0.263,0.394,0.228
"新北市","蘆洲區","民和里","A","inner",0.628,0.636,0.436,0.554,0.223
"新北市","蘆洲區","忠孝里","A","inner",0.667,0.659,0.256,0.442,0.272
"新北市","蘆洲區","福安里","A","inner",0.682,0.686,0.277,0.423,0.233
"新北市","蘆洲區","永安里","A","inner",0.723,0.726,0.276,0.396,0.264
"新北市","蘆洲區","延平里","A","inner",0.721,0.704,0.251,0.361,0.287
"新北市","蘆洲區","成功里","A","inner",0.779,0.769,0.232,0.356,0.281
"新北市","蘆洲區","永德里","A","inner",0.725,0.722,0.239,0.376,0.248
"新北市","五股區","興珍里","A","outter",0.79,0.876,0.383,0.544,0.213
"新北市","五股區","更寮里","A","outter",0.71,0.822,0.554,0.7,0.254
"新北市","五股區","集福里","A","inner",0.591,0.595,0.334,0.395,0.242
"新北市","五股區","觀音里","A","outter",0.621,0.661,0.661,0.754,0.202
"新北市","五股區","成州里","A","inner",0.772,0.737,0.329,0.428,0.203
"新北市","五股區","成功里","A","inner",0.711,0.687,0.215,0.292,0.218
"新北市","五股區","五龍里","A","inner",0.579,0.637,0.62,0.732,0.162
"新北市","五股區","五股里","A","outter",0.741,0.754,0.367,0.477,0.242
"新北市","五股區","五福里","A","inner",0.735,0.684,0.301,0.416,0.199
"新北市","五股區","德音里","A","inner",0.751,0.736,0.253,0.377,0.326
"新北市","五股區","陸一里","A","inner",0.686,0.633,0.912,0.914,0.264
"新北市","五股區","貿商里","A","inner",0.612,0.584,0.648,0.667,0.315
"新北市","五股區","德泰里","A","inner",0.721,0.706,0.251,0.313,0.3
"新北市","五股區","成德里","A","inner",0.744,0.724,0.454,0.546,0.19
"新北市","五股區","六福里","A","inner",0.662,0.638,0.236,0.342,0.277
"新北市","五股區","集賢里","A","inner",0.702,0.658,0.286,0.401,0.203
"新北市","五股區","民義里","A","inner",0.724,0.7,0.379,0.467,0.244
"新北市","五股區","成泰里","A","outter",0.703,0.753,0.22,0.243,0.262
"新北市","五股區","水碓里","A","outter",0.827,0.831,0.266,0.401,0.267
"新北市","五股區","福德里","A","inner",0.626,0.646,0.295,0.324,0.29
"新北市","泰山區","黎明里","A","inner",0.721,0.668,0.32,0.387,0.316
"新北市","泰山區","山腳里","A","inner",0.786,0.764,0.31,0.414,0.257
"新北市","泰山區","福泰里","A","inner",0.667,0.7,0.477,0.591,0.218
"新北市","泰山區","楓樹里","A","outter",0.787,0.825,0.387,0.404,0.303
"新北市","泰山區","同榮里","A","inner",0.707,0.718,0.371,0.485,0.291
"新北市","泰山區","義學里","A","outter",0.774,0.72,0.315,0.418,0.284
"新北市","泰山區","明志里","A","inner",0.632,0.634,0.31,0.509,0.246
"新北市","泰山區","貴子里","A","inner",0.74,0.733,0.362,0.474,0.325
"新北市","泰山區","貴和里","A","outter",0.775,0.793,0.313,0.448,0.291
"新北市","泰山區","同興里","A","inner",0.719,0.709,0.352,0.392,0.357
"新北市","泰山區","義仁里","A","outter",0.768,0.826,0.252,0.297,0.319
"新北市","泰山區","泰友里","A","inner",0.604,0.611,0.405,0.531,0.274
"新北市","泰山區","新明里","A","outter",0.625,0.671,0.297,0.45,0.266
"新北市","泰山區","貴賢里","A","inner",0.694,0.727,0.372,0.472,0.32
"新北市","泰山區","福興里","A","inner",0.761,0.758,0.374,0.38,0.376
"新北市","泰山區","全興里","A","inner",0.771,0.777,0.162,0.142,0.517
"新北市","林口區","東林里","A","inner",0.711,0.714,0.389,0.501,0.244
"新北市","林口區","林口里","A","outter",0.817,0.767,0.33,0.409,0.26
"新北市","林口區","西林里","A","outter",0.807,0.781,0.283,0.334,0.437
"新北市","林口區","菁湖里","A","inner",0.712,0.696,0.406,0.504,0.414
"新北市","林口區","中湖里","A","inner",0.768,0.759,0.403,0.435,0.294
"新北市","林口區","湖北里","A","inner",0.598,0.624,0.496,0.588,0.279
"新北市","林口區","湖南里","C","outter",0.92,0.869,0.216,0.181,0.557
"新北市","林口區","嘉寶里","A","inner",0.491,0.498,0.533,0.635,0.251
"新北市","林口區","瑞平里","A","inner",0.431,0.469,0.46,0.564,0.246
"新北市","林口區","太平里","A","inner",0.44,0.478,0.426,0.444,0.222
"新北市","林口區","仁愛里","A","inner",0.783,0.755,0.275,0.338,0.6
"新北市","深坑區","深坑里","A","inner",0.659,0.613,0.365,0.505,0.36
"新北市","深坑區","萬順里","A","inner",0.631,0.674,0.397,0.465,0.256
"新北市","深坑區","土庫里","A","inner",0.669,0.632,0.412,0.512,0.251
"新北市","深坑區","昇高里","A","inner",0.68,0.647,0.465,0.593,0.272
"新北市","深坑區","阿柔里","A","outter",0.717,0.788,0.569,0.726,0.228
"新北市","深坑區","埔新里","A","outter",0.766,0.702,0.278,0.408,0.333
"新北市","深坑區","萬福里","A","outter",0.732,0.778,0.398,0.457,0.273
"新北市","深坑區","賴仲里","A","inner",0.676,0.67,0.36,0.478,0.377
"新北市","石碇區","石碇里","A","outter",0.062,0.019,0.577,0.745,0.174
"新北市","石碇區","潭邊里","A","outter",0.489,0.432,0.623,0.693,0.283
"新北市","石碇區","隆盛里","A","outter",0.492,0.448,0.651,0.766,0.168
"新北市","石碇區","烏塗里","A","outter",0.427,0.331,0.702,0.76,0.235
"新北市","石碇區","彭山里","A","outter",0.365,0.317,0.663,0.783,0.192
"新北市","石碇區","豐田里","A","outter",0.548,0.489,0.786,0.872,0.222
"新北市","石碇區","永定里","A","inner",0.498,0.451,0.616,0.698,0.182
"新北市","石碇區","中民里","A","inner",0.436,0.393,0.612,0.716,0.168
"新北市","石碇區","光明里","A","inner",0.544,0.497,0.655,0.839,0.249
"新北市","石碇區","豐林里","A","inner",0.29,0.259,0.585,0.709,0.176
"新北市","石碇區","永安里","A","inner",0.581,0.479,0.603,0.641,0.225
"新北市","石碇區","格頭里","A","outter",0.514,0.414,0.597,0.721,0.17
"新北市","坪林區","粗窟里","A","inner",0.579,0.515,0.814,0.844,0.193
"新北市","坪林區","坪林里","A","inner",0.417,0.376,0.732,0.768,0.217
"新北市","坪林區","大林里","A","outter",0.469,0.389,0.674,0.728,0.232
"新北市","坪林區","石[曹]里","A","inner",0.53,0.42,0.801,0.883,0.242
"新北市","坪林區","上德里","A","inner",0.561,0.509,0.711,0.801,0.216
"新北市","坪林區","水德里","A","outter",0.341,0.243,0.753,0.824,0.235
"新北市","坪林區","漁光里","A","inner",0.445,0.34,0.819,0.898,0.248
"新北市","三芝區","八賢里","A","outter",0.612,0.528,0.782,0.839,0.176
"新北市","三芝區","埔頭里","A","outter",0.74,0.677,0.356,0.488,0.19
"新北市","三芝區","古庄里","A","inner",0.586,0.491,0.545,0.69,0.222
"新北市","三芝區","新庄里","A","inner",0.57,0.484,0.706,0.792,0.147
"新北市","三芝區","埔坪里","A","outter",0.825,0.766,0.408,0.49,0.176
"新北市","三芝區","茂長里","A","inner",0.529,0.445,0.507,0.6,0.171
"新北市","三芝區","橫山里","A","inner",0.584,0.497,0.8,0.848,0.137
"新北市","三芝區","錫板里","A","inner",0.7,0.59,0.865,0.881,0.206
"新北市","三芝區","後厝里","A","outter",0.727,0.616,0.531,0.63,0.271
"新北市","三芝區","福德里","A","inner",0.647,0.562,0.561,0.68,0.269
"新北市","三芝區","圓山里","A","inner",0.616,0.531,0.707,0.784,0.245
"新北市","三芝區","店子里","A","inner",0.491,0.414,0.811,0.87,0.214
"新北市","三芝區","興華里","A","outter",0.491,0.414,0.592,0.733,0.231
"新北市","石門區","德茂里","A","outter",0.527,0.456,0.463,0.587,0.148
"新北市","石門區","富基里","A","inner",0.576,0.516,0.56,0.669,0.166
"新北市","石門區","老梅里","A","inner",0.541,0.471,0.595,0.65,0.155
"新北市","石門區","山溪里","A","inner",0.661,0.598,0.608,0.699,0.183
"新北市","石門區","石門里","A","inner",0.541,0.478,0.511,0.593,0.194
"新北市","石門區","尖鹿里","A","inner",0.419,0.355,0.496,0.556,0.169
"新北市","石門區","乾華里","A","inner",0.489,0.42,0.752,0.775,0.192
"新北市","石門區","茂林里","A","inner",0.419,0.354,0.644,0.698,0.3
"新北市","石門區","草里里","A","inner",0.434,0.369,0.544,0.618,0.167
"新北市","八里區","龍源里","A","outter",0.85,0.811,0.32,0.443,0.301
"新北市","八里區","米倉里","A","inner",0.787,0.772,0.407,0.494,0.27
"新北市","八里區","大崁里","A","inner",0.763,0.766,0.319,0.372,0.279
"新北市","八里區","埤頭里","A","inner",0.708,0.721,0.365,0.449,0.258
"新北市","八里區","頂罟里","A","inner",0.762,0.75,0.322,0.407,0.23
"新北市","八里區","舊城里","A","outter",0.781,0.753,0.278,0.392,0.249
"新北市","八里區","訊塘里","A","outter",0.792,0.793,0.316,0.386,0.249
"新北市","八里區","荖阡里","A","inner",0.631,0.603,0.481,0.536,0.229
"新北市","八里區","長坑里","A","inner",0.621,0.637,0.666,0.743,0.192
"新北市","八里區","下罟里","A","inner",0.496,0.52,0.54,0.614,0.211
"新北市","平溪區","薯榔里","A","inner",0.389,0.312,0.843,0.907,0.1
"新北市","平溪區","菁桐里","A","outter",0.226,0.16,0.633,0.751,0.15
"新北市","平溪區","白石里","A","outter",0.253,0.185,0.643,0.699,0.175
"新北市","平溪區","石底里","A","inner",0.373,0.298,0.905,0.94,0.162
"新北市","平溪區","平溪里","A","inner",0.347,0.274,0.787,0.906,0.102
"新北市","平溪區","嶺腳里","A","inner",0.413,0.339,0.81,0.894,0.133
"新北市","平溪區","東勢里","A","inner",0.586,0.497,0.842,0.906,0.23
"新北市","平溪區","望古里","A","inner",0.455,0.379,0.739,0.754,0.258
"新北市","平溪區","南山里","A","outter",0.456,0.38,0.894,0.91,0.167
"新北市","平溪區","平湖里","A","outter",0.459,0.383,0.821,0.804,0.15
"新北市","平溪區","十分里","A","inner",0.298,0.232,0.919,0.968,0.145
"新北市","平溪區","新寮里","A","inner",0.483,0.406,0.748,0.906,0.265
"新北市","雙溪區","雙溪里","A","inner",0.154,0.115,0.758,0.886,0.172
"新北市","雙溪區","共和里","A","outter",0.359,0.28,0.802,0.827,0.184
"新北市","雙溪區","新基里","A","inner",0.589,0.523,0.8,0.843,0.162
"新北市","雙溪區","魚行里","A","inner",0.638,0.565,0.708,0.834,0.186
"新北市","雙溪區","三港里","A","inner",0.498,0.414,0.942,1,0.315
"新北市","雙溪區","牡丹里","A","inner",0.594,0.507,0.819,0.9,0.189
"新北市","雙溪區","三貂里","A","inner",0.584,0.495,0.682,0.788,0.146
"新北市","雙溪區","平林里","A","outter",0.486,0.402,0.686,0.783,0.246
"新北市","雙溪區","上林里","A","inner",0.397,0.304,0.912,0.944,0.188
"新北市","雙溪區","外柑里","A","outter",0.429,0.334,0.783,0.919,0.191
"新北市","雙溪區","長源里","A","inner",0.431,0.336,0.862,0.94,0.17
"新北市","雙溪區","泰平里","A","outter",0.635,0.527,0.755,0.844,0.193
"新北市","貢寮區","貢寮里","A","inner",0.394,0.331,0.853,0.875,0.182
"新北市","貢寮區","吉林里","A","outter",0.594,0.516,0.644,0.81,0.124
"新北市","貢寮區","雙玉里","A","outter",0.611,0.56,0.871,0.917,0.197
"新北市","貢寮區","龍崗里","A","inner",0.453,0.384,0.8,0.903,0.134
"新北市","貢寮區","龍門里","A","inner",0.511,0.486,0.827,0.887,0.179
"新北市","貢寮區","福隆里","A","inner",0.582,0.54,0.838,0.848,0.142
"新北市","貢寮區","仁里里","A","outter",0.599,0.555,0.611,0.67,0.177
"新北市","貢寮區","真理里","A","inner",0.664,0.637,0.715,0.739,0.149
"新北市","貢寮區","福連里","A","inner",0.633,0.633,0.769,0.894,0.163
"新北市","貢寮區","美豐里","A","inner",0.544,0.543,0.968,0.997,0.221
"新北市","貢寮區","和美里","A","inner",0.583,0.58,0.797,0.828,0.177
"新北市","金山區","和平里","A","inner",0.545,0.556,0.719,0.755,0.174
"新北市","金山區","大同里","A","inner",0.393,0.39,0.757,0.844,0.238
"新北市","金山區","豐漁里","A","inner",0.59,0.575,0.783,0.767,0.137
"新北市","金山區","磺港里","A","inner",0.566,0.541,0.698,0.735,0.116
"新北市","金山區","美田里","A","inner",0.659,0.611,0.405,0.488,0.22
"新北市","金山區","五湖里","A","inner",0.616,0.551,0.594,0.645,0.189
"新北市","金山區","重和里","A","inner",0.718,0.619,0.573,0.69,0.166
"新北市","金山區","兩湖里","A","inner",0.569,0.502,0.755,0.787,0.089
"新北市","金山區","六股里","A","inner",0.528,0.463,0.687,0.748,0.166
"新北市","金山區","三界里","A","inner",0.548,0.482,0.873,0.921,0.125
"新北市","金山區","清泉里","A","outter",0.457,0.405,0.72,0.801,0.17
"新北市","金山區","萬壽里","A","inner",0.456,0.412,0.832,0.831,0.225
"新北市","金山區","西湖里","A","outter",0.522,0.474,0.93,0.909,0.248
"新北市","金山區","永興里","A","outter",0.539,0.491,0.785,0.864,0.133
"新北市","金山區","金美里","A","inner",0.692,0.718,0.441,0.536,0.162
"新北市","萬里區","萬里里","A","inner",0.662,0.629,0.56,0.61,0.176
"新北市","萬里區","龜吼里","A","inner",0.738,0.657,0.5,0.623,0.228
"新北市","萬里區","野柳里","A","inner",0.689,0.667,0.52,0.63,0.181
"新北市","萬里區","大鵬里","A","inner",0.675,0.654,0.631,0.672,0.161
"新北市","萬里區","磺潭里","A","inner",0.453,0.37,0.736,0.83,0.251
"新北市","萬里區","雙興里","A","inner",0.5,0.415,0.906,0.996,0.237
"新北市","萬里區","溪底里","A","inner",0.505,0.419,0.823,0.869,0.245
"新北市","萬里區","崁[腳]里","A","inner",0.498,0.449,0.779,0.822,0.18
"新北市","萬里區","中幅里","A","inner",0.611,0.568,0.657,0.734,0.186
"新北市","萬里區","北基里","A","inner",0.705,0.6,0.504,0.648,0.151
"新北市","烏來區","烏來里","A","inner",0.57,0.646,0.51,0.599,0.319
"新北市","烏來區","忠治里","A","outter",0.511,0.587,0.419,0.475,0.236
"新北市","烏來區","孝義里","A","inner",0.408,0.419,0.826,0.879,0.236
"新北市","瑞芳區","濂洞里","A","outter",0.3,0.281,0.826,0.94,0.268
"新北市","瑞芳區","濂新里","A","outter",0.509,0.477,0.804,0.814,0.17
"新北市","林口區","頂福里","A","inner",0.568,0.565,0.674,0.733,0.222
"新北市","林口區","下福里","A","inner",0.492,0.499,0.573,0.574,0.31
"新北市","林口區","麗林里","A","outter",0.816,0.778,0.194,0.23,0.599
"新北市","林口區","南勢里","C","outter",0.909,0.843,0.216,0.185,0.641
"新北市","泰山區","大科里","A","inner",0.617,0.634,0.528,0.634,0.22
"新北市","林口區","東勢里","A","inner",0.742,0.701,0.306,0.414,0.364
"新北市","林口區","麗園里","A","inner",0.719,0.696,0.328,0.456,0.319
"新北市","新莊區","丹鳳里","A","outter",0.842,0.77,0.254,0.322,0.253
"新北市","新莊區","雙鳳里","A","outter",0.814,0.799,0.208,0.22,0.356
"新北市","新莊區","龍福里","A","inner",0.621,0.567,0.263,0.351,0.301
"新北市","樹林區","三龍里","A","outter",0.696,0.765,0.339,0.497,0.246
"新北市","樹林區","三興里","A","outter",0.745,0.657,0.317,0.46,0.209
"新北市","樹林區","三福里","A","inner",0.703,0.703,0.426,0.498,0.207
"新北市","樹林區","光興里","A","inner",0.656,0.635,0.252,0.383,0.22
"新北市","樹林區","潭底里","A","inner",0.763,0.764,0.382,0.51,0.258
"新北市","樹林區","坡內里","A","inner",0.605,0.623,0.445,0.529,0.193
"新北市","樹林區","東山里","A","outter",0.729,0.794,0.368,0.516,0.198
"新北市","樹林區","樂山里","A","inner",0.566,0.591,0.58,0.659,0.248
"新北市","鶯歌區","東湖里","A","outter",0.585,0.576,0.432,0.609,0.143
"新北市","鶯歌區","中湖里","A","inner",0.771,0.728,0.361,0.462,0.22
"新北市","鶯歌區","鳳鳴里","A","inner",0.748,0.692,0.364,0.485,0.227
"新北市","鶯歌區","大湖里","A","inner",0.733,0.689,0.403,0.539,0.241
"新北市","鶯歌區","鳳福里","A","inner",0.704,0.69,0.393,0.513,0.211
"新北市","鶯歌區","尖山里","A","outter",0.821,0.785,0.325,0.399,0.252
"新北市","鶯歌區","永吉里","A","inner",0.74,0.691,0.339,0.438,0.208
"新北市","鶯歌區","鳳祥里","A","inner",0.749,0.711,0.328,0.442,0.229
"新北市","鶯歌區","二橋里","A","inner",0.773,0.741,0.363,0.409,0.247
"新北市","鶯歌區","二甲里","A","inner",0.622,0.615,0.519,0.626,0.218
"新北市","三峽區","弘道里","A","inner",0.633,0.588,0.567,0.598,0.186
"新北市","三峽區","鳶山里","A","outter",0.846,0.821,0.324,0.409,0.228
"新北市","三峽區","大埔里","A","outter",0.734,0.69,0.476,0.578,0.285
"新北市","三峽區","二鬮里","A","inner",0.615,0.59,0.307,0.43,0.238
"新北市","三峽區","金圳里","A","inner",0.61,0.557,0.659,0.797,0.156
"新北市","三峽區","五寮里","A","outter",0.526,0.459,0.784,0.826,0.167
"新北市","三峽區","有木里","A","inner",0.617,0.562,0.711,0.831,0.19
"新北市","三峽區","插角里","A","inner",0.508,0.442,0.823,0.876,0.244
"新北市","烏來區","福山里","A","inner",0.508,0.512,0.359,0.361,0.22
"新北市","烏來區","信賢里","A","inner",0.31,0.327,0.566,0.622,0.262
